hsa:658	hsa:4093	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:130399	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:130399	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:7046	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:7046	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:91	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:91	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:90	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:90	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:94	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:94	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:130399	hsa:4087	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:130399	hsa:4088	PPrel	phosphorylation	+p	path:hsa04350	TGF-beta signaling pathway
hsa:4086	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4090	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4093	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4087	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4088	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4087	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4088	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4087	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:4088	hsa:4089	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
undefined	undefined	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
undefined	undefined	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:3397	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:3398	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:3399	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:3400	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:5308	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:1030	GErel	expression	-->	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:4609	GErel	repression	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4609	hsa:1030	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
undefined	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4086	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4090	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4093	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4086	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4090	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4093	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4087	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:4088	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:151449	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:268	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:353500	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:392255	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:650	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:652	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:653	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:654	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:655	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:656	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:8646	hsa:8200	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:151449	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:268	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:353500	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:392255	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:650	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:652	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:653	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:654	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:655	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:656	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:9241	hsa:8200	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:1311	hsa:4052	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7057	hsa:4052	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7058	hsa:4052	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7059	hsa:4052	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7060	hsa:4052	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4052	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4052	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4052	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:1634	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:1634	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:1634	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3624	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3624	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3624	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3625	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3625	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3625	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3626	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3626	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3626	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:83729	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:83729	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:83729	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10637	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10637	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10637	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7044	hsa:7040	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7044	hsa:7042	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7044	hsa:7043	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10468	hsa:3624	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10468	hsa:3625	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10468	hsa:3626	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10468	hsa:83729	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3624	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3625	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:3626	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:83729	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:10637	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:7044	hsa:4838	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:57154	undefined	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:64750	undefined	PPrel	inhibition	--|	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:57154	PPrel	binding/association	---	path:hsa04350	TGF-beta signaling pathway
hsa:4091	hsa:64750	PPrel	binding/association	---	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:57154	PPrel	binding/association	---	path:hsa04350	TGF-beta signaling pathway
hsa:4092	hsa:64750	PPrel	binding/association	---	path:hsa04350	TGF-beta signaling pathway
hsa:9372	hsa:4087	PPrel	dissociation	-+-	path:hsa04350	TGF-beta signaling pathway
hsa:9372	hsa:4088	PPrel	dissociation	-+-	path:hsa04350	TGF-beta signaling pathway
hsa:9765	hsa:4087	PPrel	dissociation	-+-	path:hsa04350	TGF-beta signaling pathway
hsa:9765	hsa:4088	PPrel	dissociation	-+-	path:hsa04350	TGF-beta signaling pathway
hsa:387	hsa:6093	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:387	hsa:9475	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:5515	hsa:6198	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5515	hsa:6199	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5516	hsa:6198	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5516	hsa:6199	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5518	hsa:6198	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5518	hsa:6199	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5519	hsa:6198	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:5519	hsa:6199	PPrel	dephosphorylation	-p	path:hsa04350	TGF-beta signaling pathway
hsa:7048	hsa:387	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:7048	hsa:5515	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:7048	hsa:5516	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:7048	hsa:5518	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:7048	hsa:5519	PPrel	activation	-->	path:hsa04350	TGF-beta signaling pathway
hsa:3458	hsa:4091	PPrel	indirect	..>	path:hsa04350	TGF-beta signaling pathway
hsa:3458	hsa:4092	PPrel	indirect	..>	path:hsa04350	TGF-beta signaling pathway
hsa:7124	hsa:4091	PPrel	indirect	..>	path:hsa04350	TGF-beta signaling pathway
hsa:7124	hsa:4092	PPrel	indirect	..>	path:hsa04350	TGF-beta signaling pathway
hsa:5594	undefined	PPrel			path:hsa04350	TGF-beta signaling pathway
hsa:5595	undefined	PPrel			path:hsa04350	TGF-beta signaling pathway
hsa:5594	undefined	PPrel			path:hsa04350	TGF-beta signaling pathway
hsa:5595	undefined	PPrel			path:hsa04350	TGF-beta signaling pathway
